Largest Mahler Measures of Skew-Symmetric Littlewood Polynomials by Degree

Recall a Littlewood polynomial is one whose coefficients are all ±1, and a
skew-symmetric Littlewood polynomial f(x) is a Littlewood polynomial with
even degree d and the property that f(x) = ±x^d * f(-1/x). That is, a
skew-symmetric Littlewood polynomial is formed by interleaving a symmetric
sequence of odd length with an anti-symmetric one of even length, with the
length of the latter within 1 of that of the former.

The question of maximizing the Mahler measure of a Littlewood polynomial,
relative to its degree, is known as Mahler's problem. It is related to a
number of flatness questions regarding this family of polynomials.
Skew-symmetric Littlewood polynomials often arise here, due to favorable
features with respect to these problems.

This list shows up to 25 of the largest (multiplicative) Mahler measures
of skew-symmetric Littlewood polynomials of fixed even degree d, for each
degree up to 56. This complements the list published in [2]. Both the
Mahler measure M and the normalized value M/√(d+1) are displayed for each
entry. Only one representative polynomial for each displayed value is
shown.

Michael Mossinghoff
m.mossinghoff@ccr-princeton.org
July 1, 2026

References

[1] Peter Borwein,
Computational Excursions in Analysis and Number Theory,
CMS Books Math./Ouvrages Math. SMC 10,
Springer, New York, 2002. MR1912495
DOI 10.1007/978-0-387-21652-2

[2] Peter Borwein and Michael J. Mossinghoff,
Barker sequences and flat polynomials,
in Number Theory and Polynomials (Bristol, 2007),
London Math. Soc. Lecture Note Ser. 352,
Cambridge Univ. Press, Cambridge, 2008, 71-88. MR2428516
DOI 10.1017/cbo9780511721274.007

[3] Michael J. Mossinghoff,
Mahler's problem and Turyn polynomials,
29 pp. arXiv:2405.08281v2 [math.NT]

==========

d  M               M/√(d+1)  Coefficients
40  6.067135177564  0.947527  ++------+++---+------+-+-+++-++-++-+-+--+
40  6.060766637342  0.946533  ++-----+-+++-+-++--+---++-----+----+-+--+
40  6.058983545495  0.946254  ++++++++-++-+--+--+++-++---++++---+-+-+-+
40  6.058935937495  0.946247  +++---+-+---+++++--+---++-+-++-+++++-++-+
40  6.058024139898  0.946104  ++++++++---++++--++--++--++-+--+--+-+-+-+
40  6.052282561468  0.945208  ++--+-+-+-+--+-++--+---++----+++++++++--+
40  6.048599036776  0.944632  ++++++--+++----+++-++---+--+-++-++--+-+-+

42  6.335279980907  0.966121  ++++++++--+--++++--+--+++--+-++---++-+-+-+-
42  6.299099918779  0.960604  ++++-++++-+-++-+---++--++-++++-----+-+++-+-
42  6.277222479507  0.957267  +++-----+++++-+++---+---+--+---+-+--+-+--+-
42  6.263666067461  0.955200  ++--+--+------+-+--+-++++-----+-+-+++---++-
42  6.263561513486  0.955184  ++++++-++++---++-+---++-++++--+--+-+++-+-+-
42  6.263247304820  0.955136  +++------+++---+------+-+-+++-++-++-+-+--+-
42  6.262628512488  0.955042  ++++-++-+++++----+--++--+++-+--+-+---+++-+-
42  6.259299101597  0.954534  +++---+++-++++-+---+++-++-++++-+---+--+--+-
42  6.254312529984  0.953774  +++++++++---++-+--+++--+--++++--+--+-+-+-+-
42  6.252802719576  0.953543  ++++++++--+--+-++-+++--+---++++---++-+-+-+-
42  6.252698719341  0.953528  +++++++-----+++---++--++--+--+--+-+--+-+-+-
42  6.247824714909  0.952784  ++--+++++++++----++---+--++-+--+-+-+-+--++-
42  6.247188480880  0.952687  +++-++-++-+---+--+----+-+++---+----+++---+-
42  6.246506413765  0.952583  +++++++++----++++--++--++--+-++-+--+-+-+-+-
42  6.243972372288  0.952197  ++++++++-----+++---++--++-++-++-+-++-+-+-+-
42  6.243742278743  0.952162  +++++---+--++-++-+++++-+-+++---++---+--+-+-
42  6.239615231916  0.951532  ++++++-++-++--+----+-++++-+---++---+++-+-+-
42  6.234423422517  0.950741  ++--+++++++++----++--++--++-+--+-+-+-+--++-
42  6.229647269243  0.950012  +++----+++-+++-+---+--+++-++++-+++-++-+--+-
42  6.228197115917  0.949791  ++++-++++-+--+++---++--++-++-++----+-+++-+-
42  6.226226282978  0.949491  +++-----+++++-+++---++--+--+---+-+--+-+--+-
42  6.220380484318  0.948599  +++++-----+++--+++++-+++-+-++--+--+-+--+-+-
42  6.219798761939  0.948510  +++++-+--++-++------+---+-+-++---++----+-+-
42  6.216614412459  0.948025  +++++++++++----+++--++--++-++-+--+-+-+-+-+-
42  6.214982624221  0.947776  +++++++++---++---++-++---++-++--+--+-+-+-+-

44  6.506011910015  0.969859  ++++++++--+++----+++-++---+--+-++-++--+-+-+-+
44  6.490611219809  0.967563  ++++++++--+--+-++-++---+--+++----+++--+-+-+-+
44  6.440328378296  0.960067  +++++-++++-+-++-+---++--++-++++-----+-+++-+-+
44  6.435755581083  0.959386  ++++++++-++-+--+-+--++--++-----++++---+-+-+-+
44  6.429139117360  0.958399  +++++-++-+++++----+--++--+++-+--+-+---+++-+-+
44  6.428029132780  0.958234  ++---++++---+-+-+++--++--++-++++++-++-+--+--+
44  6.418459871504  0.956808  ++--+++---+-+-+++++----+-++-+-++++++-++-++--+
44  6.409944514416  0.955538  ++++---------++-----++--++-+-++--+-+-+-+--+-+
44  6.409669448617  0.955497  +++--+++++++++----++--++--++-+--+-+-+-+--++-+
44  6.406154326571  0.954973  ++----------+++----++--++--+-++-++-+-+-+-+--+
44  6.394990089317  0.953309  ++++-----+-+++-+-++--++--++-----+----+-+--+-+
44  6.393992818320  0.953160  ++++---+-++-----+--+---+---+++-+-++----+--+-+
44  6.391751207394  0.952826  ++++++++--+--+-++-+++--++-+++----+++--+-+-+-+
44  6.391564902881  0.952798  ++++++++-----+++---++--++--+--+--+-+--+-+-+-+
44  6.373492450678  0.950104  ++++-----+-+++-+-++--+---++-----+----+-+--+-+
44  6.372939192940  0.950022  ++++++++++-----++++--++--++-+--+-+--+-+-+-+-+
44  6.371387678250  0.949790  +++-+--+----+-+--++-++--+++--+++++-+---++++-+
44  6.370480208299  0.949655  ++--+++++++++++----++--++--+-++-+-+-+-+-++--+
44  6.370392209945  0.949642  ++++-++-++++---+--+-+--+++++---+--+-+++---+-+
44  6.367808651328  0.949257  ++++-++------+----++---+--++-+---+-+-++---+-+
44  6.366821238453  0.949110  ++---+++--++++++-------+-+-+--+-+-++--+--+--+
44  6.360346355351  0.948144  +++++++++--+--++-++----+-++---++---++-+-+-+-+
44  6.355221758206  0.947381  ++++++++----+++---++--++--++-++-++-+--+-+-+-+
44  6.354505438744  0.947274  ++---+++---+-+-++---+--+++-++------+--+--+--+
44  6.351983106134  0.946898  ++-----+--+++-----+----+-+++-+-++-++---+-+--+

46  6.624832711968  0.966331  +++++++++--+++----+++-++---+--+-++-++--+-+-+-+-
46  6.609798910260  0.964138  ++++--+++++++++----++--++--++-+--+-+-+-+--++-+-
46  6.598756029859  0.962527  ++---++++++---+++-++++++-+-+---+--+--+-+-++-++-
46  6.596928632799  0.962261  +++++---++++++--++----+---+-++--++-+-+--+--+-+-
46  6.586152095100  0.960689  +++++++++--+--+-++-++---+--+++----+++--+-+-+-+-
46  6.585021987770  0.960524  +++++++-+----++---++----+-++--+--++-+----+-+-+-
46  6.574907420596  0.959049  +++---++++---+-+-+++--++--++-++++++-++-+--+--+-
46  6.571052982768  0.958487  ++---+++++-----+---+++-+++-++-+++-+-++-+-++-++-
46  6.559047990426  0.956735  ++---++++++---+++-+++++--+-+---+--+--+-+-++-++-
46  6.554370137280  0.956053  ++++--+++++++----++--+++-++--++-+--+-+-+--++-+-
46  6.554321484988  0.956046  ++++++++--+--+-++-++---++-++---++++---++-+-+-+-
46  6.551648558681  0.955656  +++-+---+++++--++-----+---+-+--++--+-+--+----+-
46  6.549092158473  0.955283  ++++++++---++----+++--+---++-++-+--++-++-+-+-+-
46  6.546154951816  0.954855  ++----------+++----++--++--++-+--+--+-+-+-+-++-
46  6.546085182733  0.954845  ++---------++++----++--++--++-+--+-++-+-+-+-++-
46  6.545698875203  0.954788  +++++---+++++--++-----+---+-+--++--+-+--+--+-+-
46  6.542440445845  0.954313  +++++-++-++--++-----++++-+--+-+--++--+++---+-+-
46  6.539675077781  0.953910  +++++-----+++--+++++-+++-+++-+-++--+--+-+--+-+-
46  6.535359542832  0.953280  ++---++----+-+--+-+-+---+-------+++++-+--++-++-
46  6.528508895214  0.952281  ++----+---+++-+++-+----++-+----+---+--+---+-++-
46  6.526758907998  0.952026  +++---+---+-+++++---+++--+--+--+-+----+---+--+-
46  6.522403932640  0.951390  ++-----+++++---++-----+---+-+--++-++-+-++-+-++-
46  6.515597989527  0.950398  +++---+++--++++++-------+-+-+--+-+-++--+--+--+-
46  6.515034362415  0.950315  ++-++++-++-+-++-+++-+-++-----+---+++++---+-+++-
46  6.514059908765  0.950173  ++++--+--++++++++--++-+----++--+-+-+-++---++-+-

48  6.761875194733  0.965982  ++++++---++++++--++----+---+-++--++-+-+--+--+-+-+
48  6.746583464059  0.963798  +++---+++++-----+---+++-+++-++-+++-+-++-+-++-++-+
48  6.732270642159  0.961753  +++---+++-------+++-+++--++-+++-++-+-+-++-++-++-+
48  6.729734031510  0.961391  +++++++++---++----+++--+---++-++-+--++-++-+-+-+-+
48  6.718419161158  0.959774  ++++++---++++++--++----++--+-++--++-+-+--+--+-+-+
48  6.717829873197  0.959690  +++++++--+++--+----+++++--+-+--+-+++--+--++-+-+-+
48  6.716083372689  0.959440  ++-----------++++----++--++--+-++-+--+-+-+-+-+--+
48  6.710518488411  0.958645  +++-++-+++-++-+-+-++----++-+--+++++++---+---+++-+
48  6.704927936424  0.957847  ++++++-++-++--++-----++++-+--+-+--++--+++---+-+-+
48  6.699597824459  0.957085  ++-----+++----+---+--+---+---+++-+++-+--+--+-+--+
48  6.697829342143  0.956833  ++-----++++--++-++++++++--+-+-+-+++--++-+--+-+--+
48  6.694568868259  0.956367  +++---++-----+++-+-+---++--+------+--+-+--++-++-+
48  6.691838371726  0.955977  +++++++++++--+--++++--+--+++--+-++---++-+-+-+-+-+
48  6.689832903095  0.955690  ++++-+---+-++++--++-+-++--+++++--++-+----+----+-+
48  6.681747690088  0.954535  ++--+-+--++----+--+-+-+--+++++++---+-++--+++++--+
48  6.675177864226  0.953597  +++---+++-------+++-+++-+++-+++-++-+-+-++-++-++-+
48  6.674305960439  0.953472  +++--+----++--+++++++-+--++++-+-+-++--++-+---++-+
48  6.673658952009  0.953380  +++---------+++---+++-++--+++-++-++-++-+-+-+-++-+
48  6.672553268865  0.953222  ++---------+--+++----+++--+--+-++-++---+-+-+-+--+
48  6.672342413241  0.953192  ++++++--+++--+++-----++++-+--+-+--+--++-++--+-+-+
48  6.669796930799  0.952828  +++-----++++--+---+-+-+++-++++++-+++--+-++-+-++-+
48  6.665477487792  0.952211  +++++----+++++-+++++-++--++---+-+---+-+--+-++-+-+
48  6.665378255841  0.952197  ++---++--+++++++-----+-+-----+-+--+-+-+--++--+--+
48  6.665350224020  0.952193  ++---++---+------+-+--+-++++-----+-+-+++-++--+--+
48  6.663895517569  0.951985  ++---++---+-+-+--+-+-----+-+-----+++++++-++--+--+

50  6.872479694470  0.962340  +++--+++--+++-+-+-++++-+--++++-+-------+--++-++--+-
50  6.869860757928  0.961973  ++++-------+++---+++--++-+++--++-++-++-++-+-+-++-+-
50  6.869316553636  0.961897  +++++++--+++--+++-----++++-+--+-+--+--++-++--+-+-+-
50  6.845760947385  0.958598  +++---------+--+++----+++--+--+-++-++---+-+-+-+--+-
50  6.843608973061  0.958297  +++++----+++++-++-++--+---+---++---+++-+-++-+--+-+-
50  6.829534931846  0.956326  +++++--+++++++--+--+--++-+++--+++---++-+-+-++--+-+-
50  6.828199611573  0.956139  +++++++-++-++--+--+-+--+-++++-----+++--+++---+-+-+-
50  6.827119318991  0.955988  ++++++++--+++----+++-++---+--+++-++-+--+--++-+-+-+-
50  6.823134902581  0.955430  ++--+++++++++----++++--++--++--+-++-+--+-+-+-+--++-
50  6.821554299913  0.955209  ++--+-+-+-+-+--+-++-+--++--++----++++-----------++-
50  6.819725819216  0.954953  ++-----++-+---+--+---+----+-+++-+++---+----++-+-++-
50  6.819624993042  0.954939  ++---+-+++-+-+-++---+-++-+++----+--+++++++-++++-++-
50  6.817748302366  0.954676  ++++++++-++---+--+-++-++--++---++++---+--+++-+-+-+-
50  6.809803950847  0.953563  ++--+--+++++-+--+++++-+++--+---+-+--++++-+-++---++-
50  6.808648307396  0.953401  +++---+++++---+++--+------+-+-+++--+--+--+-+--+--+-
50  6.807585885122  0.953253  ++---+++---+-------++++++--+-+-++-+-+-+++-++-++-++-
50  6.798664986434  0.952004  ++---+-+-+++-+----+--++++--+-++---+-++++-++++++-++-
50  6.798148184949  0.951931  ++++---++-----+++-+-+---++--+------+--+-+--++-++-+-
50  6.798003798876  0.951911  ++---+++++-++---+++++-++-+++---+-+--+--+++-+-++-++-
50  6.795315687095  0.951535  ++--+++++--++-+---+++++++--+-+-+--+----++--+-+--++-
50  6.791135885696  0.950949  +++++--+++++++----++--++++-+--++--+-++-+-+-++--+-+-
50  6.788850786153  0.950629  ++----++-++----++-+++-+-+------+---++-+--+++--+-++-
50  6.788154848253  0.950532  ++--+--++++--+--++++++++++-+-+-+-+--+++--+-++---++-
50  6.788021188739  0.950513  ++---------++--++----++++--+-++-+--++--++-+-+-+-++-
50  6.787873817729  0.950492  ++++---+++-------+++-+++--++-+++-++-+-+-++-++-++-+-

52  7.069887829533  0.971124  +++++-------+++---+++--++-+++--++-++-++-++-+-+-++-+-+
52  7.043057299546  0.967438  ++++-++----+-++-++++--+++-+++-++--+-+++----+-++---+-+
52  7.042695755228  0.967389  ++--+++++++++++----++++--++--++-+--+-++-+-+-+-+-++--+
52  6.989283534709  0.960052  +++++-------++-----++--+--++---++--+-+--++-+-+-++-+-+
52  6.980272945439  0.958814  ++--++++++++++-----++++--++--++-+--+-+--+-+-+-+-++--+
52  6.976798957660  0.958337  ++--+++--+++-+-+-++-+-+++++-+-+++++-------+--++-++--+
52  6.972023108281  0.957681  +++-++++-+++-+++--+-+--+-++----+++++--+---+---+-+++-+
52  6.968533032691  0.957202  +++---+----+----++------+++-++-+-+--++-+---+-+++-++-+
52  6.967312230353  0.957034  ++--+++++-+-++++-+-++++--++--++-+-----+-+++++-+-++--+
52  6.966427190962  0.956912  ++++-+--+------+--+--++----+-++--+++---+-+-+++----+-+
52  6.953603257226  0.955151  ++++-++----+-----+--+++--+---++-++---+-+---+-++---+-+
52  6.950711579231  0.954754  ++++++++--+--+--+++--+--+--+++---++-++---+++--+-+-+-+
52  6.949903254292  0.954643  +++---+++---+-------++++++--+-+-++-+-+-+++-++-++-++-+
52  6.948689607246  0.954476  ++++--+++--+++-+-+-++++-+--++++-+-------+--++-++--+-+
52  6.947230787537  0.954276  +++++++-++++--+----++-++-+----+++--+-+++--+-+++-+-+-+
52  6.941695677108  0.953515  ++---+-+-+-++--++---++++---+--+-++-++--++--------+--+
52  6.940579128401  0.953362  ++++++++--+++----++++---+--+++-++-+--+-++-++--+-+-+-+
52  6.936284873899  0.952772  ++------+++------+---++++-+++-+--+---+-+-++-++-+-+--+
52  6.935922556949  0.952722  ++++++++++--++---++-+-++-+----+++++--+--++--+-+-+-+-+
52  6.934887753188  0.952580  +++--+++-++++-+-++++---+-++----+--+-+++++-+---+--++-+
52  6.932532625671  0.952257  ++++-+-++++++-+-++-++--+--++---++---+++++-+-+-----+-+
52  6.932083582505  0.952195  +++---+-+++----+--+---+-+--+++++-+++---+-++-++++-++-+
52  6.931315108903  0.952089  ++---++---++++++-++++++----+-++-+-+---+-+-++-++--+--+
52  6.928156701095  0.951656  ++----+++-----+---+--++++++-+-+--+++-+++-+-++-++-+--+
52  6.926335933845  0.951405  ++++++-----+-++-++-++-+++-+++-+++---+++----+-+--+-+-+

54  7.178829306439  0.967993  +++++++++--+--+--+++--+--+-++++---++-++---+++--+-+-+-+-
54  7.164076730566  0.966004  +++--+++--++++++++++----+-++----+-++-+-+-+-+--++-++--+-
54  7.135500656658  0.962151  +++++++++--+--+--+++--+--+--+++---++-++---+++--+-+-+-+-
54  7.115541097370  0.959459  +++++++-------++----+--++-+----++---+-++--+-+-+--+-+-+-
54  7.109820693682  0.958688  +++---+++---+++++++---+---+---+---+--+-+-+--+--+--+--+-
54  7.107569836783  0.958385  ++---+++---+++-------+++-+++-+++-++-+-+-++-++-++-++-++-
54  7.103051392069  0.957775  +++-----++++--+--++-+-+++-++---+-----++---++-+--+-+--+-
54  7.102071124149  0.957643  +++---++---+++-+----+-+-+---+-------+-++++-++-++--+--+-
54  7.100444293155  0.957424  +++++-++----+-++-++++--+++-+++-++--+-+++----+-++---+-+-
54  7.089404700555  0.955935  +++----+++------+---+--+--++--+++---+---+-+-++-++-+--+-
54  7.089218998350  0.955910  +++++--------++-----+++---++--+--+--+-+--++-+-+-+--+-+-
54  7.087758877508  0.955713  +++--+++--+++-+-+-++-+-+++++-+-+++++-------+--++-++--+-
54  7.082563560594  0.955013  +++++++++---++--++++---++-++---++-++-+--++--+--+-+-+-+-
54  7.081410670312  0.954857  ++-++++++++-++---+--+-++-++--+++----+++-++---+-+-+-+++-
54  7.079050747664  0.954539  +++++++-------++----+--+--+---+++---+-++--+-+-+--+-+-+-
54  7.078422399928  0.954454  ++--++-+-+-+-+-++-+--+-++--++--++++----+++++++++++--++-
54  7.074571205665  0.953935  +++++++------++--+--+-++--+---++----+++--++-+-+--+-+-+-
54  7.068762348890  0.953152  ++++-------+--++-++--+-+++++-+-++++--+++--+++-+-+-++-+-
54  7.067475888272  0.952978  ++--+++++--++++++-++-+-+----+-++++++---+-+-++--+-+--++-
54  7.066735655185  0.952878  ++-------+++-++----+--+-----+-+---+++-+--+++-++-+-+-++-
54  7.064935099838  0.952636  ++-++++-++++-++----+--+++++--+-+--+++-+--+++-+---+-+++-
54  7.062457066780  0.952302  ++++--+++++++------++--++++--+-++--++-+-+--+-+-+--++-+-
54  7.057921953061  0.951690  ++++++++--++-----++++----++--++-+--+-++-+-++--++-+-+-+-
54  7.055801382935  0.951404  ++++-++--+-++-++--+++++++---+--+-+-+--++---++++--+++-+-
54  7.054844577256  0.951275  ++++-------+--++-++--+-++++--+-++++--+++--+++-+-+-++-+-

56  7.238782000384  0.958800  ++++++++++--+--+--+++--+--+-++++---++-++---+++--+-+-+-+-+
56  7.238335284852  0.958741  ++---+++++---+++-+++--+-+-+-++++++++--+---+--+--+-+--+--+
56  7.235711072043  0.958393  ++-------+-++--+----+-----++--++-+-+++-+---++----+-+-+--+
56  7.234415678827  0.958222  ++++++--------++-----+++---++--+--+--+-+--++-+-+-+--+-+-+
56  7.221796948420  0.956550  ++--+--+-++--+--++++-+-+-+++--+-------+-++---++----+++--+
56  7.216226339099  0.955813  +++++-------+--++-++--+-++++--+-++++--+++--+++-+-+-++-+-+
56  7.215273588738  0.955686  ++---++++---++-+++--+-+-+-+++-++++++++--+---++-++-+--+--+
56  7.210226308595  0.955018  ++--+--++++--+--++++++++++++--+-+-+-+-+-++---++-+--+++--+
56  7.208119499584  0.954739  +++---+++---+++-------+++-+++-+++-++-+-+-++-++-++-++-++-+
56  7.206846970593  0.954570  +++-+----+++-+-+---+++--++-+----++--+--+------+--+-++++-+
56  7.199226755630  0.953561  ++++++---+++++++--+++---+--+---+++-++-++--+-+-+--+--+-+-+
56  7.198755334480  0.953498  +++-+++---++-+++++-+--+-+++++-+-++++----+-+---++-++-+++-+
56  7.193333237678  0.952780  ++-----------++--++-+----++++-+--+-++++--++--+-+-+-+-+--+
56  7.191510894339  0.952539  ++--+++---+-------+++++---+++-++-++-+-++-+-+-+++-++-++--+
56  7.191180815240  0.952495  ++------+------+-++-+--++--+---++--++++----+-+-+++-+-+--+
56  7.190536765157  0.952410  ++++---++---++-+-------+--+++-++---+-+-+----++-++--+--+-+
56  7.188272597232  0.952110  ++---+----++++-++++--+-+-++--++------++-+---+-++-+---+--+
56  7.187973417391  0.952070  ++---++---+----+-+----+++-+--++++-++-+-----+-+++-++--+--+
56  7.186583768656  0.951886  ++++-----++++--+--++-+-+++-++---+-----++---++-+--+-+--+-+
56  7.185066263206  0.951685  ++---+++++---+++-+++---------+-+-+-+--+---+--+--+-+--+--+
56  7.183284670221  0.951449  ++--------++-------+-++--++++-+--++----+-+-+--++-+-+-+--+
56  7.183127071142  0.951428  ++++--+++--++++++++++----+-++----+-++-+-+-+-+--++-++--+-+
56  7.182542951139  0.951351  +++--++-+++++---++-+++++-+-++-----+-+---++-++-+-+++--++-+
56  7.181347449927  0.951193  ++----++-----++++++++--++-+++-+++--++-+-+-+--+-+--++-+--+
56  7.179668856122  0.950970  +++----++++---+--+-+-+-+--++--++---------+++-++-+--+-++-+
