Largest Mahler Measures of Littlewood Polynomials by Degree

Recall a Littlewood polynomial is one where all coefficients are ±1. The
question of maximizing the Mahler measure of a Littlewood polynomial,
relative to its degree, is known as Mahler's problem. This is related to a
number of flatness questions regarding this family of polynomials.

This list shows up to 25 of the largest (multiplicative) Mahler measures
of Littlewood polynomials of fixed degree d, for each degree up to 30. This
extends the list published in [2]. Both the Mahler measure M and the
normalized value M/√(d+1) are displayed for each entry.

Only one representative polynomial for each displayed value is shown,
always one where the coefficients of x^d and x^(d-1) are both 1.

Michael Mossinghoff
m.mossinghoff@ccr-princeton.org
June 23, 2026

References

[1] Peter Borwein,
Computational Excursions in Analysis and Number Theory,
CMS Books Math./Ouvrages Math. SMC 10,
Springer, New York, 2002. MR1912495
DOI 10.1007/978-0-387-21652-2

[2] Peter Borwein and Michael J. Mossinghoff,
Barker sequences and flat polynomials,
in Number Theory and Polynomials (Bristol, 2007),
London Math. Soc. Lecture Note Ser. 352,
Cambridge Univ. Press, Cambridge, 2008, 71-88. MR2428516
DOI 10.1017/cbo9780511721274.007

[3] Michael J. Mossinghoff,
Mahler's problem and Turyn polynomials,
29 pp. arXiv:2405.08281v2 [math.NT]

==========

d  M               M/√(d+1)  Coefficients
25  4.815332137732  0.944364  --+-+-++---+++-+--++-+++++
25  4.813592133876  0.944023  --+--+++-++-++++---+-+-+++
25  4.810993958034  0.943514  +-+--++-+--+++-++---++++++

26  5.034747352049  0.968938  -+--+-++-+++-+++-+++----+++
26  4.983776357924  0.959128  --++++---+--+-++-+++-+++-++
26  4.981399139338  0.958671  +--++-++-+-+-------+++---++
26  4.980913229868  0.958577  --+--+--+-+-+------+++--+++
26  4.973834916279  0.957215  +++---+++++++-+-+--+--++-++
26  4.969002698503  0.956285  -+--+-++-+++----+++-+++-+++
26  4.963093923345  0.955148  --+--+--+-+-+---++---++++++
26  4.959680452093  0.954491  +-+-+++--++++-++-++------++
26  4.946225064635  0.951901  +++---++-+-+-------+--++-++
26  4.945031203240  0.951672  +--+--++-+-+-------+++---++
26  4.944371557943  0.951545  ++++++--+--++-+-+--+++---++
26  4.941864799654  0.951062  --++++-++++--+-+-+++--+--++
26  4.928973062425  0.948581  -++--+--+-+-+-------+++--++
26  4.927766378943  0.948349  -+++-++-+---+----++-+----++
26  4.923780736692  0.947582  +++-+-++++++--+--+--+++--++
26  4.922095123945  0.947258  -+--+--+-+++----+++-+++-+++
26  4.921942673678  0.947228  -++--+-++---++-+-+---++++++
26  4.919928639745  0.946841  +-++--+--+-+-+------++---++
26  4.919877197092  0.946831  +-+++-++-+++-+-++----+-++++
26  4.919388160038  0.946737  --++-+--+---++------+-+-+++
26  4.918433152642  0.946553  ++++-++++----++-++---+-+-++
26  4.917953232035  0.946461  --++----+--+--++++++-+-+-++
26  4.917603948539  0.946393  -+--+--++-+-+------++---+++
26  4.916859602443  0.946250  +-+--+--+-+++----+++-+++-++
26  4.915890692838  0.946064  -+--++-+-++---+--+++++--+++

27  5.085977304914  0.961159  +--+--+--+-+-+------+++--+++
27  5.052994302621  0.954926  +-++-++------+-+-+---++---++
27  5.052028118649  0.954744  +-++--+--+-+-+-------+++--++
27  5.048649530160  0.954105  +--++-+--+++--+-+-+---++++++
27  5.045875073493  0.953581  +---+--+---+-+--++++-+----++
27  5.035373114358  0.951596  --+---+---+--+-++-+++----+++
27  5.031634512308  0.950890  --+--+-++-+++-+++-+++----+++
27  5.029174418800  0.950425  +-++-+-+---+--++-+++++--++++
27  5.028071889253  0.950216  +--+--+--++++++-+-+-+++--+++
27  5.027962008453  0.950196  --++-+----++-+---+----+++-++
27  5.025276576509  0.949688  +---++---++++++-+-+-++-++-++
27  5.023725488702  0.949395  +-+-+------+++--+++-++-++-++
27  5.023353245511  0.949325  +-+--+--+-+++----+++-+++-+++
27  5.019158788387  0.948532  +-+-+---++---++++++-++-++-++
27  5.018716196400  0.948448  +--++-++---+-+-++----+----++
27  5.017388538556  0.948197  --++---+-+-+--+--+-----+++++
27  5.013577660738  0.947477  --+++++--+--+-+-+++-++++-+++
27  5.012431692615  0.947261  ++++-+----++-+-+++-++-+++-++
27  5.011375399593  0.947061  +--+-+-+-++--+----+++++-++++
27  5.011017671807  0.946993  +-++--++-+-+--++++---+++++++
27  5.008826908759  0.946579  +++++-+++-+---+-++-+-++---++
27  5.006896597413  0.946215  +-+-+-++-+--+--++---++++++++
27  5.005311841714  0.945915  --++++---+--+-++-+++-+++-+++
27  5.004368202225  0.945737  +++++++--+--++-+-+--+++---++
27  5.003274277917  0.945530  +++++++--+--++-+-+--+++--+++

28  5.184213313780  0.962684  +-++--+--+-+-+-------+++--+++
28  5.132329357089  0.953050  ---++---+-+-+--+--+-----+++++
28  5.126056604279  0.951885  ++++++++--+--++-+-+--+++---++
28  5.118417268374  0.950466  -+--++-++-+-+-------+++---+++
28  5.117487678222  0.950294  --+++---+++++++-+-+--+--++-++
28  5.117209014423  0.950242  ---++---+-+-+--+--+------++++
28  5.114627199858  0.949762  ++++++-+--+-+-+++---++--+--++
28  5.112476983788  0.949363  ++++++-+++-+---+-++-+-++---++
28  5.111913587892  0.949259  --++-+----++-+---+----+++-+++
28  5.109314809679  0.948776  +++-+++-+++----+++-++-+--+-++
28  5.107817756036  0.948498  -+++---++--+--++-+-+--+-+++++
28  5.107628841133  0.948463  -++-+--++-+-+-+---++------+++
28  5.107086961776  0.948362  -+--++-+++++++-+-+--+++---+++
28  5.105112280846  0.947996  +-+-+--+--++-++-------++---++
28  5.104251220805  0.947836  +-+--+-+---+++-------+--++-++
28  5.104086619115  0.947805  +--+-++-+++----+++-+++-+++-++
28  5.101717880008  0.947365  +---++----+--+--++++++-+-+-++
28  5.100830760814  0.947200  --++++--++-+++-+-+--+-+++++++
28  5.100407934271  0.947122  --+++---++-+-+-------+--++-++
28  5.099208404929  0.946899  ---++++---+--+-++-+++-+++-+++
28  5.098695803279  0.946804  ++++--+--+--+++--++++-+-+-+++
28  5.096109147182  0.946324  --+--+--+++++++-+-+-++++--+++
28  5.096105699357  0.946323  --+---+---+--+-++-++++---++++
28  5.096071242591  0.946317  -+-++-+-+---+--++-+++++--++++
28  5.095583888329  0.946226  --+++----+-+-+-------+--++-++

29  5.291298834793  0.966055  +---++---+-+-+--+--+-----+++++
29  5.264546664590  0.961170  +---++---+-+-+--+--+------++++
29  5.262209270274  0.960744  +-+-+----+--++++-++--+++++--++
29  5.229818283949  0.954830  +++++++-+--+-+-+++---++--+--++
29  5.211443965876  0.951475  +-++-++-+-+-++++++-----++---++
29  5.211181926065  0.951427  +-+-+----++++++--+++--++-++-++
29  5.208720803189  0.950978  +-+-++--+-+---++-++++++---++++
29  5.208647507932  0.950965  +--+-++--+-+-+-++---+------+++
29  5.208306944124  0.950902  +-+--+-+---+++-------++--+--++
29  5.207855669142  0.950820  +-+--+-+---+++-------++--++-++
29  5.207520881492  0.950759  +--+-++-+++----+++-+++-+++-+++
29  5.206969857720  0.950658  +-+--+-+--++-++--+++---+++++++
29  5.203903190786  0.950098  +-++-+-+--++-++--+++---+++++++
29  5.203476171567  0.950020  +-+-+--+--++-++-------++---+++
29  5.202601456119  0.949861  ++-+-+-++++++--+--+----++---++
29  5.202203048959  0.949788  --++++-+----++-+-+++-++-+++-++
29  5.202001068084  0.949751  +--+--++-+-+-+++++++---++---++
29  5.199061112293  0.949214  +---+---+---+--+-++-+++----+++
29  5.197530178645  0.948935  +++++++-+--+-+-++--+--++++--++
29  5.197072234895  0.948851  +-++--+--++-+-+-------++---+++
29  5.196134307861  0.948680  --++---+++-+--++-+----+-++++++
29  5.194477464977  0.948377  ---++-+----++-+---+----+++-+++
29  5.193189698640  0.948142  +-+-+-+--+--+--++++++--+++--++
29  5.192812483872  0.948074  +--+--++-+++++++-+-+--+++---++
29  5.192714500368  0.948056  +-+-+-++---++++--+--+++++++-++

30  5.367254096364  0.963987  ++++------+--+--+-+-+---++---++
30  5.335095011017  0.958211  ++++---++++++-++---+-+--++-+-++
30  5.334961046677  0.958187  -+-++-+-+--++-++--+++---+++++++
30  5.326405876010  0.956651  -+-+-+--+--+--++---++-----+++++
30  5.321655279246  0.955798  -+++---++--+--++-+-+--+-+++++++
30  5.319939409025  0.955489  --++++-+----++-+-+++-++-+++-+++
30  5.319586331274  0.955426  --++--++-+-+-+--+-++----+++++++
30  5.315882464730  0.954761  -+--++-++-------+-+-+--+++--+++
30  5.315052474235  0.954612  -++--++--+-+---+-+--+-+----++++
30  5.311729152336  0.954015  +-++--+-+--++---+-++---+-++++++
30  5.311544345811  0.953982  --+-+--+-+---+++-------+--++-++
30  5.309426137121  0.953601  +++-+-+-++++++--+--+----++---++
30  5.308480476941  0.953431  --++---++--+--+--+-+-+-----++++
30  5.306698284652  0.953111  +-+-++-+-+---+++-------+--++-++
30  5.302028223706  0.952272  -++--+-+--++---+-++---+-+++++++
30  5.298329869221  0.951608  -++--+--++---+++-+-+--+-+++++++
30  5.297522104346  0.951463  +-+-+----+-++++--++++-++-++--++
30  5.296643784402  0.951305  +++++-----+--+--+-+-+---++---++
30  5.296503893101  0.951280  +-++-++-++------+-+-+---++---++
30  5.295008747238  0.951012  ++++++-+--+-+-+--++-++--+++--++
30  5.291459327881  0.950374  ++++-+++-+--++--+-+-++----+-+++
30  5.290097495476  0.950130  -++-++--+--+-+-+-------+++--+++
30  5.281861487473  0.948650  +-+++--+---+-----+++-+--+--+-++
30  5.281013550247  0.948498  -+++---+++-+----+-++++-++-++-++
30  5.280364107882  0.948381  +++-+-+-++++++--+--+----+++--++
